,Poster,Likes_count,Liker
0,sbc_tips,1,RileySetters
1,cizzorz,14,RileySetters
2,ShiinaBR,26,RileySetters
3,CrossLeaks,21,RileySetters
4,LazarBeamYT,13,RileySetters
5,Hernn4n,2,RileySetters
6,Jim_23__,17,RileySetters
7,JayFromTGF,22,RileySetters
8,samuel81638006,16,RileySetters
9,Turtleheadwear,13,RileySetters
10,RangerRizzo,3,RileySetters
11,FNBRLeaks,1,RileySetters
12,Dra9onSlayer5,12,RileySetters
13,Marksman,10,RileySetters
14,SGreinecker,14,RileySetters
15,Symfuhny,2,RileySetters
16,Avengers,5,RileySetters
17,srdrabx,11,RileySetters
18,LachlanYT,10,RileySetters
19,HighDistortion,39,RileySetters
20,FortniteVideos_,15,RileySetters
21,servethesatan,7,RileySetters
22,FortniteGame,53,RileySetters
23,Kor3aYn,13,RileySetters
24,DrLupo,22,RileySetters
25,sofiakkatarina,9,RileySetters
26,CDNThe3rd,6,RileySetters
27,EASPORTSFIFA,4,RileySetters
28,TwoSyncOfficial,18,RileySetters
29,LFC,10,RileySetters
30,imacelebrity,5,RileySetters
31,erwil9,2,RileySetters
32,OMGitsAliA,87,RileySetters
33,Landonsn,27,RileySetters
34,CouRageJD,74,RileySetters
35,iScenario,4,RileySetters
36,Castro1021,130,RileySetters
37,dakotaz,51,RileySetters
38,72hrs,12,RileySetters
39,FortniteINTEL,16,RileySetters
40,MrBeastYT,3,RileySetters
41,KEEMSTAR,18,RileySetters
42,aydan,15,RileySetters
