,Poster,Likes_count,Liker
0,willis_cj,27,JavierAstorga32
1,cthrnr,16,JavierAstorga32
2,richeetweets,18,JavierAstorga32
3,JonahKatz_,33,JavierAstorga32
4,nineinchbails,24,JavierAstorga32
5,FUNimation,20,JavierAstorga32
6,DemetriusHarmon,32,JavierAstorga32
7,SportsCenter,28,JavierAstorga32
8,itsrjhill,25,JavierAstorga32
9,SWorley_Bird,12,JavierAstorga32
10,DCIHornlines,13,JavierAstorga32
11,Ocasio2018,11,JavierAstorga32
12,meggubb,14,JavierAstorga32
13,likethewolfe,15,JavierAstorga32
14,ItsAhmir,33,JavierAstorga32
15,fairyclowtmotha,26,JavierAstorga32
16,neiltyson,24,JavierAstorga32
17,LowIifee,2,JavierAstorga32
18,nathanwpyle,18,JavierAstorga32
19,playboiashton,19,JavierAstorga32
