,Poster,Likes_count,Liker
0,thehill,38,furiosalizabeth
1,rockerskating,4,furiosalizabeth
2,expatina,27,furiosalizabeth
3,sjw_movies,4,furiosalizabeth
4,DanaSchwartzzz,14,furiosalizabeth
5,djolder,21,furiosalizabeth
6,olivenboo,66,furiosalizabeth
7,samfonggg,4,furiosalizabeth
8,WillAndGrace,36,furiosalizabeth
9,captainmarvel,2,furiosalizabeth
10,BriannaForHD27,11,furiosalizabeth
11,jonreyes,17,furiosalizabeth
12,ice_a_i_ngel,7,furiosalizabeth
13,ASamantha,33,furiosalizabeth
14,heyletstlk,26,furiosalizabeth
15,ira,36,furiosalizabeth
16,pinkgrammar,4,furiosalizabeth
17,andizeisler,12,furiosalizabeth
18,BroderickGreer,15,furiosalizabeth
19,fka_tristan,2,furiosalizabeth
20,LindaKayKlein,1,furiosalizabeth
21,laurenthehough,44,furiosalizabeth
22,Gluonsrule,9,furiosalizabeth
23,emilynussbaum,21,furiosalizabeth
24,erikaishii,5,furiosalizabeth
25,pronounced_ing,19,furiosalizabeth
26,KendraWrites,47,furiosalizabeth
27,fangirlcantina,16,furiosalizabeth
28,LisaMcIntire,72,furiosalizabeth
29,rezaaslan,4,furiosalizabeth
30,eluning,8,furiosalizabeth
31,Adaripp,3,furiosalizabeth
32,XcelEnergyCO,14,furiosalizabeth
33,PatrickW,29,furiosalizabeth
34,CAwkward,9,furiosalizabeth
35,FilmFatale_NYC,16,furiosalizabeth
36,ProFeministOnTW,21,furiosalizabeth
37,shayz0rz,94,furiosalizabeth
38,_celia_bedelia_,1,furiosalizabeth
39,NickMcCarvel,22,furiosalizabeth
40,justinaireland,15,furiosalizabeth
