,Poster,Likes_count,Liker
0,TheAmericansFX,12,crowdshield
1,nytimes,4,crowdshield
2,TuurDemeester,15,crowdshield
3,DirectoryRanger,4,crowdshield
4,jeremiahg,13,crowdshield
5,emenalf,10,crowdshield
6,Alra3ees,79,crowdshield
7,perrymetzger,13,crowdshield
8,DanielMiessler,4,crowdshield
9,enigma0x3,3,crowdshield
10,SYNTAXERRORBA,5,crowdshield
11,damienmiller,21,crowdshield
12,i_bo0om,16,crowdshield
13,ShiaoQu17,5,crowdshield
14,lopp,3,crowdshield
15,henq,29,crowdshield
16,coindesk,2,crowdshield
17,Hfuhs,19,crowdshield
18,Th3G3nt3lman,33,crowdshield
19,_dirkjan,24,crowdshield
20,btcking555,10,crowdshield
21,xer0dayz,19,crowdshield
22,Cyberarms,3,crowdshield
23,binitamshah,17,crowdshield
24,corma_agency,7,crowdshield
25,h_alexander,21,crowdshield
