,Poster,Likes_count,Liker
0,im_rajnish,33,FreedomHackerr
1,Dame_000_Deee,40,FreedomHackerr
2,trutherbotwhite,41,FreedomHackerr
3,CensoredCrabz,32,FreedomHackerr
4,JerryBrimhall,35,FreedomHackerr
5,Informocrat,16,FreedomHackerr
6,Sovietesque,52,FreedomHackerr
7,eastdakota,30,FreedomHackerr
8,Rhonda777,36,FreedomHackerr
9,GroupAnon,26,FreedomHackerr
10,mlb5555ed,43,FreedomHackerr
11,kid_kencana,27,FreedomHackerr
12,AnonymousWidget,24,FreedomHackerr
13,lexinc,23,FreedomHackerr
14,jilleeeebean,48,FreedomHackerr
15,xoware,40,FreedomHackerr
16,FreedomHackerr,52,FreedomHackerr
17,HereKittyKittyC,34,FreedomHackerr
18,dancingblond,39,FreedomHackerr
