,Poster,Likes_count,Liker
0,ItsShimmers,45,CarlosBitMe
1,CarlosBitMe,1,CarlosBitMe
2,YTsimpo,11,CarlosBitMe
3,ItsJaaake,62,CarlosBitMe
4,KDragonPlays,24,CarlosBitMe
5,HCS,39,CarlosBitMe
6,kingofsalt9,108,CarlosBitMe
7,PokemonGoApp,5,CarlosBitMe
8,doodlefrog,2,CarlosBitMe
9,Doodlelot,3,CarlosBitMe
10,FortniteFunny,15,CarlosBitMe
11,princess___cr,84,CarlosBitMe
12,Lilyofthemyst,30,CarlosBitMe
13,TwitterGaming,20,CarlosBitMe
14,lolArnav,54,CarlosBitMe
15,Haze_97_,46,CarlosBitMe
16,LucasXGamerCr,42,CarlosBitMe
17,unfilt3r,34,CarlosBitMe
18,Twitch,31,CarlosBitMe
19,TonyClanza,53,CarlosBitMe
20,lilpump,24,CarlosBitMe
21,AmigosPrime,4,CarlosBitMe
22,Mc_Mucca_,16,CarlosBitMe
23,AmyRose_CR,105,CarlosBitMe
