,Poster,Likes_count,Liker
0,makeawishmaine,1,MakeAWish
1,MakeAWishCSTX,3,MakeAWish
2,markiplier,4,MakeAWish
3,thepointsguy,22,MakeAWish
4,TMSWacoISD,5,MakeAWish
5,ABCBeInspired,16,MakeAWish
6,jkvedar,6,MakeAWish
7,WISN12News,12,MakeAWish
8,ENSSTeach,2,MakeAWish
9,ykbennett,2,MakeAWish
10,MakeAWish,4,MakeAWish
11,eOne_TV,50,MakeAWish
12,HudsonFasteners,4,MakeAWish
13,FacebookGaming,2,MakeAWish
14,MindofSnaps,3,MakeAWish
15,MakeAWishCANV,5,MakeAWish
16,TBWAChiatLA,3,MakeAWish
17,UMDBulldogs,15,MakeAWish
18,AvrilFoundation,3,MakeAWish
19,KellyGuralewski,4,MakeAWish
20,subaru_usa,2,MakeAWish
21,FretzCrystal,1,MakeAWish
22,WishColorado,5,MakeAWish
23,MakeAWishMN,3,MakeAWish
24,therookie,26,MakeAWish
25,richdemuro,17,MakeAWish
26,WishMidAtlantic,6,MakeAWish
27,shawksworth25,13,MakeAWish
28,MrsBeckman1st,3,MakeAWish
29,thenelons,7,MakeAWish
30,ChiOmegaCalPoly,5,MakeAWish
31,Theresacaputo,16,MakeAWish
32,WheelofFortune,10,MakeAWish
33,MakeAWishMidTN,5,MakeAWish
34,makeawishsfla,14,MakeAWish
35,DonYaeger,1,MakeAWish
36,lalalacoley,4,MakeAWish
37,MakeAWishSNV,2,MakeAWish
38,Macys,108,MakeAWish
39,people,3,MakeAWish
40,MissKTruitt,12,MakeAWish
41,MakeAWish_NENY,5,MakeAWish
42,k_ponch,10,MakeAWish
43,CommitAgency,4,MakeAWish
44,WishIllinois,2,MakeAWish
45,Ms_KatW,3,MakeAWish
46,coltcamp16,3,MakeAWish
47,SFWish,2,MakeAWish
48,watertreehealth,1,MakeAWish
49,Darkness429,20,MakeAWish
50,kaylee_m_17,1,MakeAWish
51,MrsMcDermottCES,9,MakeAWish
52,cherry_LA,13,MakeAWish
53,north_hills,4,MakeAWish
54,Walters_K,5,MakeAWish
55,GalipersGoodies,4,MakeAWish
