,Poster,Likes_count,Liker
0,FaqundoJanson,19,NicolaasCostaa
1,Tefinoel,14,NicolaasCostaa
2,Toxicomania_,16,NicolaasCostaa
3,DanielB87233408,20,NicolaasCostaa
4,juancortese,2,NicolaasCostaa
5,_LautaroMaidana,19,NicolaasCostaa
6,Beluclifton,15,NicolaasCostaa
7,Miiica_Df,29,NicolaasCostaa
8,NicolasBobba,14,NicolaasCostaa
9,LeanCaramichos,1,NicolaasCostaa
10,maariia017,12,NicolaasCostaa
11,WallEtchegoyen,21,NicolaasCostaa
12,el25villero,34,NicolaasCostaa
13,reventete,2,NicolaasCostaa
14,alexeliaPF,15,NicolaasCostaa
15,fcostantino5,13,NicolaasCostaa
16,mausorio,32,NicolaasCostaa
17,GiulianoArgenio,45,NicolaasCostaa
18,AgustinFicarra,12,NicolaasCostaa
19,ESJaroslawski,2,NicolaasCostaa
20,guinguardian,5,NicolaasCostaa
21,Seba_Sebita02,2,NicolaasCostaa
