,Poster,Likes_count,Liker
0,angyloh,12,CSOonline
1,KaitlynRiddle2,16,CSOonline
2,IDGSverige,8,CSOonline
3,ParksZeigler,8,CSOonline
4,GladmanGroup,13,CSOonline
5,jrslaby,13,CSOonline
6,CIOonline,28,CSOonline
7,SteveSanders7,20,CSOonline
8,jsutera654,7,CSOonline
9,Arun_ph,26,CSOonline
10,sagedatasec,20,CSOonline
11,yarixsocial,30,CSOonline
12,macru35,13,CSOonline
13,olre,22,CSOonline
14,LayerSeven,10,CSOonline
15,IDGUK,8,CSOonline
16,bitsdigits,22,CSOonline
17,IDGCN,4,CSOonline
18,JeffTurnage,8,CSOonline
19,PCCanadacom,14,CSOonline
20,RonVokoun,25,CSOonline
21,Winning_VAR,23,CSOonline
22,infoworld,13,CSOonline
23,katiegaragozzo,17,CSOonline
24,IDGWorld,25,CSOonline
25,NetworkWorld,31,CSOonline
26,thalessecurity,6,CSOonline
27,whitehatsec,11,CSOonline
28,langnergroup,21,CSOonline
29,SumanS0urav,22,CSOonline
30,Anomali,5,CSOonline
31,EmmaC969,11,CSOonline
32,teachdiwa,29,CSOonline
33,jbhall56,21,CSOonline
34,Barbara_Iot,8,CSOonline
35,Billrod2,18,CSOonline
36,PreVeil,6,CSOonline
