,Poster,Likes_count,Liker
0,SMcDonaldFCO,56,LewisPugh
1,marinescotland,41,LewisPugh
2,conlon1975,55,LewisPugh
3,BBCWales,34,LewisPugh
4,DBPhilanthropy,9,LewisPugh
5,brunepoirson,29,LewisPugh
6,Tracey29311940,6,LewisPugh
7,plymcoast,45,LewisPugh
8,TonyJuniper,40,LewisPugh
9,mawinton,52,LewisPugh
10,jamesthetyke,16,LewisPugh
11,Derek_Hanekom,43,LewisPugh
12,hmsprotector,131,LewisPugh
13,HelenGoodmanMP,22,LewisPugh
14,leighpugh1,27,LewisPugh
15,figuerescr,53,LewisPugh
16,peter_boxer,35,LewisPugh
17,HugoSwire,95,LewisPugh
18,_PaulHayward,64,LewisPugh
19,GoodwinSandsSOS,43,LewisPugh
20,JimboJamesJimmy,51,LewisPugh
21,cortes_john,38,LewisPugh
22,TomSavagar,7,LewisPugh
